personality,item,correlation,p_value
AestheticSensitivity,NumberOfConfirmationTestsCompleted,0.027372109694830907,0.7837329015267218
AestheticSensitivity,NumberOfConfirmationTestsMastered,0.048290273341545176,0.6281060608655138
AestheticSensitivity,AverageFirstAttemptCorrectAnswerRate,-0.01831457455598149,0.8543118962248031
CreativeImagination,NumberOfLecturesWatched,0.11786592648657453,0.23572183124051477
CreativeImagination,ViewingTime,0.04826449784564278,0.6282897442180404
CreativeImagination,NumberOfConfirmationTestsCompleted,-0.049687980450243245,0.6181798275821314
CreativeImagination,NumberOfConfirmationTestsMastered,-0.03757370030517072,0.7063143153038685
CreativeImagination,AverageFirstAttemptCorrectAnswerRate,-0.03767578175687578,0.7055530805351681
Organization,NumberOfLecturesWatched,0.03493032086608425,0.7261251821375894
Organization,ViewingTime,0.03053370005956863,0.7594731376446214
Organization,NumberOfConfirmationTestsCompleted,0.12398117178976972,0.21212790738877985
Organization,NumberOfConfirmationTestsMastered,0.14160768187929962,0.15363104786123866
Organization,AverageFirstAttemptCorrectAnswerRate,-0.06896429273998154,0.48881549228029664
Productiveness,NumberOfLecturesWatched,0.07325697038879986,0.4621005533862934
Productiveness,ViewingTime,0.08249316374448526,0.4074384313421219
Productiveness,NumberOfConfirmationTestsCompleted,0.3036529882481236,0.0018201947034464495
Productiveness,NumberOfConfirmationTestsMastered,0.3225168357557298,0.0008921726917391913
Productiveness,AverageFirstAttemptCorrectAnswerRate,-0.07320488928030056,0.462419787444433
Responsibility,NumberOfLecturesWatched,0.10452188183111942,0.29338886263289893
Responsibility,ViewingTime,0.11918829842405121,0.23047101766792705
Responsibility,NumberOfConfirmationTestsCompleted,0.2816791082539937,0.003945979655559728
Responsibility,NumberOfConfirmationTestsMastered,0.29756320413401854,0.0022691232938645786
Responsibility,AverageFirstAttemptCorrectAnswerRate,0.12344636319862999,0.21412159947944517
Sociability,NumberOfLecturesWatched,-0.08496737456468724,0.3934678686253211
Sociability,ViewingTime,-0.0484688385602387,0.6268341789310282
Sociability,NumberOfConfirmationTestsCompleted,-0.03959799491330258,0.6912738139831214
Sociability,NumberOfConfirmationTestsMastered,-0.06404950184249644,0.5203806376978004
Sociability,AverageFirstAttemptCorrectAnswerRate,-0.1432868064377005,0.1487623204500641
Assertiveness,NumberOfLecturesWatched,0.011407922729085064,0.9089456821969273
Assertiveness,ViewingTime,0.09418708178087731,0.34397806128433484
Assertiveness,NumberOfConfirmationTestsCompleted,0.2063013566702359,0.03655279741186248
Assertiveness,NumberOfConfirmationTestsMastered,0.20098283274547812,0.0417823699193502
Assertiveness,AverageFirstAttemptCorrectAnswerRate,0.04731223621838069,0.6350916409405547
EnergyLevel,NumberOfLecturesWatched,0.022465701802782356,0.8217865036468961
EnergyLevel,ViewingTime,0.03130769568637253,0.7535684099890811
EnergyLevel,NumberOfConfirmationTestsCompleted,-0.034229228488618896,0.7314105948420888
EnergyLevel,NumberOfConfirmationTestsMastered,-0.028270156509914643,0.7768197270189148
EnergyLevel,AverageFirstAttemptCorrectAnswerRate,-0.07816102112846436,0.43258939847349487
Compassion,NumberOfLecturesWatched,0.1667564571214466,0.0922689243897464
Compassion,ViewingTime,0.07486046477650057,0.4523313552971703
Compassion,NumberOfConfirmationTestsCompleted,0.0997359284067987,0.31617082560320675
Compassion,NumberOfConfirmationTestsMastered,0.10558878322812451,0.28846199842390174
Compassion,AverageFirstAttemptCorrectAnswerRate,-0.05511776035833842,0.580278507759914
Respectfulness,NumberOfLecturesWatched,0.27312471298397095,0.005248627302469475
Respectfulness,ViewingTime,0.17004679814894508,0.08593256874497635
Respectfulness,NumberOfConfirmationTestsCompleted,0.08313269171581847,0.403799722992475
Respectfulness,NumberOfConfirmationTestsMastered,0.08516871181362404,0.3923437413034033
Respectfulness,AverageFirstAttemptCorrectAnswerRate,-0.11769665301411283,0.23639994592427618
Trust,NumberOfLecturesWatched,0.13840918520395326,0.16323391545090438
Trust,ViewingTime,0.13382022735248056,0.17777998893899785
Trust,NumberOfConfirmationTestsCompleted,0.08375265481157601,0.40029069257715
Trust,NumberOfConfirmationTestsMastered,0.07953668175467639,0.4245083991638906
Trust,AverageFirstAttemptCorrectAnswerRate,-0.06612840422289877,0.5069038679048916
Anxiety,NumberOfLecturesWatched,0.1634214538102992,0.09906287145430949
Anxiety,ViewingTime,0.2019780106437291,0.04075897216058756
Anxiety,NumberOfConfirmationTestsCompleted,0.06469079846747723,0.5162040300471359
Anxiety,NumberOfConfirmationTestsMastered,0.0666230988415956,0.5037237683429756
Anxiety,AverageFirstAttemptCorrectAnswerRate,0.07451250478623335,0.45444146135264885
Depression,NumberOfLecturesWatched,0.09612937476902939,0.33407451836083735
Depression,ViewingTime,0.13418870379362738,0.17657802523281996
Depression,NumberOfConfirmationTestsCompleted,-0.0029384295928550994,0.976499386530186
Depression,NumberOfConfirmationTestsMastered,-0.022599341356080136,0.8207440821456471
Depression,AverageFirstAttemptCorrectAnswerRate,0.10759082928841472,0.2793657915933711
EmotionalVolatility,NumberOfLecturesWatched,0.09913820943818646,0.31909432285215794
EmotionalVolatility,ViewingTime,0.15289716167171172,0.12310279463004316
EmotionalVolatility,NumberOfConfirmationTestsCompleted,0.06657241200325986,0.504049126382088
EmotionalVolatility,NumberOfConfirmationTestsMastered,0.06383461333951922,0.5217839813312324
EmotionalVolatility,AverageFirstAttemptCorrectAnswerRate,0.1017335521987133,0.30652634873522716
