personality,item,correlation,p_value
Responsibility,NumberOfConfirmationTestsCompleted,0.2564643087195225,0.008923971195761306
Responsibility,NumberOfConfirmationTestsMastered,0.2923254536595498,0.002732679339067198
Responsibility,AverageFirstAttemptCorrectAnswerRate,0.1754190337705316,0.07633619736100888
Sociability,NumberOfLecturesWatched,-0.08798867521684234,0.37680143801475596
Sociability,ViewingTime,-0.07273305269704959,0.4653174523732718
Sociability,NumberOfConfirmationTestsCompleted,0.048909448488485545,0.6237004860654402
Sociability,NumberOfConfirmationTestsMastered,-0.0046426740900854455,0.9628773011353802
Sociability,AverageFirstAttemptCorrectAnswerRate,-0.15356308101856894,0.12145964651417249
Assertiveness,NumberOfLecturesWatched,-0.009238542517504932,0.9262065254643188
Assertiveness,ViewingTime,-0.05092164862808103,0.6094751655308529
Assertiveness,NumberOfConfirmationTestsCompleted,0.18687074712415108,0.05874850165622447
Assertiveness,NumberOfConfirmationTestsMastered,0.19186143515363976,0.05219833048015509
Assertiveness,AverageFirstAttemptCorrectAnswerRate,-0.01866352316311636,0.8515675623664226
EnergyLevel,NumberOfLecturesWatched,-0.07934609404885799,0.42562274741137807
EnergyLevel,ViewingTime,-0.030533322097585813,0.7594760244829317
EnergyLevel,NumberOfConfirmationTestsCompleted,-0.007997310153413028,0.9360984199402738
EnergyLevel,NumberOfConfirmationTestsMastered,-0.013227995952721236,0.8944963867375049
EnergyLevel,AverageFirstAttemptCorrectAnswerRate,-0.10172105346329365,0.3065860888821966
Compassion,NumberOfLecturesWatched,0.10923512960351647,0.2720402116178765
Compassion,ViewingTime,0.07767198553312536,0.4354831211462008
Compassion,NumberOfConfirmationTestsCompleted,0.028936077146257788,0.7717046481816363
Compassion,NumberOfConfirmationTestsMastered,0.05197038202157504,0.6021178987193145
Compassion,AverageFirstAttemptCorrectAnswerRate,0.022615477527983603,0.8206182370836349
Respectfulness,NumberOfLecturesWatched,0.2162992376665218,0.028202754639226318
Respectfulness,ViewingTime,0.1786293106089789,0.07102556974013453
Respectfulness,NumberOfConfirmationTestsCompleted,0.08468886733067658,0.3950260230027143
Respectfulness,NumberOfConfirmationTestsMastered,0.0950340755194286,0.3396368479126729
Respectfulness,AverageFirstAttemptCorrectAnswerRate,-0.12424755155658597,0.21113982486332133
Trust,NumberOfLecturesWatched,0.23933491614546007,0.014898459113705048
Trust,ViewingTime,0.1585511926405074,0.10968364388735274
Trust,NumberOfConfirmationTestsCompleted,0.025310390545941308,0.7996669692940321
Trust,NumberOfConfirmationTestsMastered,0.022955087693901508,0.8179706973332788
Trust,AverageFirstAttemptCorrectAnswerRate,0.047138018868990814,0.6363393675240683
Anxiety,NumberOfLecturesWatched,0.13693806621425672,0.1677974392732111
Anxiety,ViewingTime,0.19065427673137014,0.05372477853126038
Anxiety,NumberOfConfirmationTestsCompleted,0.08307864010507461,0.4041065158164917
Anxiety,NumberOfConfirmationTestsMastered,0.07790860681140561,0.4340816137365072
Anxiety,AverageFirstAttemptCorrectAnswerRate,0.07856766309489428,0.4301915879617887
Depression,NumberOfLecturesWatched,0.06536908033183637,0.5118052547707193
Depression,ViewingTime,0.09285848869296037,0.35085763270866643
Depression,NumberOfConfirmationTestsCompleted,-0.09135591287523538,0.35874085313898574
Depression,NumberOfConfirmationTestsMastered,-0.09769057983957806,0.32624678699372156
Depression,AverageFirstAttemptCorrectAnswerRate,0.03033529286022511,0.7609890063932313
EmotionalVolatility,NumberOfLecturesWatched,0.0017139105529050739,0.9862914069840072
EmotionalVolatility,ViewingTime,0.07240503786416527,0.4673377160252694
EmotionalVolatility,NumberOfConfirmationTestsCompleted,0.12014046292645947,0.22674128928604245
EmotionalVolatility,NumberOfConfirmationTestsMastered,0.09077628003308862,0.36181097179963984
EmotionalVolatility,AverageFirstAttemptCorrectAnswerRate,0.0401376736695921,0.6872838931577111
