,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
48　 仕事で上手くいくならお世辞を言う。,-0.1466876570756331,-0.007893904832428439,0.03219056120896457,-0.39181553111281164,-0.06695790227153964,0.19737849575177474
1　 哲学など抽象的なことには興味がない。,-0.04153114943537569,0.10725490744578622,0.5970908992644054,-0.04594051386509407,0.04056730870948895,-0.07426392396082368
2　 よく考えずに決めてしまうことがある。,-0.05117277288288592,0.20645236369549752,-0.04990067272002374,-0.24797801537155345,0.39277779178054784,0.06558846394393053
3　 ちょっとしたことでイライラしやすい。,0.12053352815317317,0.7355671056604292,0.08327018717602747,-0.3019056411325926,0.08577716958909294,0.1317312893648855
4　 よく声を出して笑う。,0.6150979502961947,-0.12290635179828403,0.1282914769336905,0.20173853707165915,-0.04862342105451018,0.003108757151703516
6　 自分は平均的な人よりも優れていると思う。,-0.25509572824244886,0.07534492873372321,-0.18290274475567384,0.19033640581904465,-0.1466436288798725,0.43730727576218326
7　 人から変わり者だと思われている。,-0.03327616999711148,-0.24887493319961135,0.4502378015445245,0.05886500223249666,-0.08706194610693228,-0.2609960453795683
8　 事前にミスを避けるようにしている。,0.02539593946389093,-0.02908999784689944,0.03626645322762277,0.08993116231040385,0.5135788706906117,0.18669266075499508
10　 朝から晩まで元気だ。,0.5142655067729006,0.13213868441881085,0.03712799937485747,-0.13735990530191672,0.00812462726614422,-0.16372967513692138
11　 他の人の感情を自分のことのように感じる。,0.2465113376202467,0.015463606103807955,0.031199429620423203,0.4605809888801615,0.06897361739845823,-0.05807728062060882
13　 優れたアイデアを持っている。,0.2382874037534777,0.022791843779018304,0.49884400429495346,-0.15101034563632412,0.17179085213934323,-0.39525946227887526
14　 すべてが完璧に計算されていることを望む。,-0.019921978688529424,-0.13600303206793382,0.13985709111949268,0.00465605206359219,0.5750899002784166,-0.22845140320854357
25　 知らない言葉を調べるのが好きだ。,-0.021947970996121648,-0.06035073875223063,0.5107430250814552,0.04042755324027288,0.13041948379942664,0.12336196412879705
30　 非常に巧妙で手の込んだ詐欺に感動してしまう。,-0.020052731994464112,0.13810609099505367,-0.161746328289741,0.042908145421093016,0.11250566779622753,0.31311988041531996
31　 歴史や科学を学ぶことに興味がある。,-0.010506297314092139,0.15988830767099682,0.5267951184008568,0.00043164229402424314,0.07645536689992222,-0.11802821714184952
32　 目標を達成するためには自分を追い込む。,0.1707979436787873,-0.007428565919586666,0.34799117765490534,0.029147310763395988,0.40471656807810996,-0.08879468844414444
33　 めったに文句や不満を言わない。,-0.013070233118243894,0.6042103489635541,0.021311046821222486,-0.1880194203178605,0.07253750142864036,-0.15452062225672414
34　 即興で人前で話すのが得意だ。,0.3978616416483255,0.045229210574317245,0.22148414594418644,-0.1701326975732903,-0.007527505883902156,-0.3963355322758508
35　 結局は大したことのないことでよく心配する。,-0.26536149998095354,-0.14033764058283363,0.0204452846343597,0.5673973481026499,0.10192642862297152,0.06311082341209438
42　 感心されるために、何らかの役を演じる。,-0.10930010288673023,-0.03769113084294736,-0.21718742662577892,-0.24794993624098355,-0.05977873741585782,0.4513505104968068
43　 芸術の重要性を信じている。,0.006586240626997912,0.15906710440561117,0.643743890079032,0.11304051229366054,-0.011481657571212184,-0.11093940986838789
44　 物事を整理整頓するのが好きだ。,0.06169570541329568,0.19555807904128952,0.10162423979097407,-0.03997616706796159,0.5350662162131954,0.005425268449755462
46　 普段よく人と話す。,0.7492734443431998,0.0068998520431199075,0.10278001177258085,-0.012116182510972772,0.026634645423730244,-0.06340767902069984
47　 自分は臆病者だと思う。,-0.32308563312622707,-0.10327375839265183,0.05860339333599785,0.5474394865689075,-0.06185811688987154,0.1426579164952848
